Case ID,Activity,Complete Timestamp
1-637222863,Accepted-In Progress,43:27.0
1-637283508,Accepted-In Progress,38:33.0
1-637283508,Queued-Awaiting Assignment,39:16.0
1-637283508,Accepted-In Progress,16:38.0
1-637283508,Completed-Closed,22:40.0
1-637307494,Queued-Awaiting Assignment,17:37.0
1-637307494,Accepted-In Progress,45:37.0
1-637307494,Completed-Closed,39:17.0
1-637327254,Completed-Closed,50:13.0
1-637327254,Accepted-In Progress,10:00.0
1-637516103,Accepted-In Progress,34:32.0
1-637516103,Queued-Awaiting Assignment,39:30.0
1-637516103,Accepted-In Progress,43:57.0
1-637516103,Completed-Closed,49:47.0
1-637580967,Accepted-In Progress,32:32.0
1-637580967,Accepted-Wait,39:27.0
1-637580967,Completed-Closed,47:11.0
1-637591141,Completed-Closed,21:30.0
1-637591141,Accepted-In Progress,55:05.0
1-637685994,Accepted-In Progress,03:30.0
1-637685994,Accepted-In Progress,07:38.0
1-637685994,Completed-Closed,17:49.0
1-637685994,Completed-Closed,58:35.0
1-637713545,Accepted-In Progress,55:59.0
1-637713545,Accepted-Wait,59:10.0
1-637713545,Completed-Closed,25:25.0
1-637713545,Queued-Awaiting Assignment,16:22.0
1-637713545,Accepted-In Progress,11:08.0
1-637713651,Accepted-In Progress,27:07.0
1-637713651,Completed-Closed,32:34.0
1-637716645,Accepted-In Progress,28:32.0
1-637716645,Completed-Closed,10:31.0
1-637893062,Accepted-In Progress,05:54.0
1-637893062,Accepted-Assigned,52:26.0
1-637893062,Accepted-In Progress,22:26.0
1-637893062,Completed-Closed,22:39.0
1-637954950,Accepted-In Progress,19:55.0
1-637954950,Completed-Closed,28:56.0
1-638034021,Accepted-In Progress,35:02.0
1-638034021,Completed-Closed,18:51.0
1-638041299,Completed-Closed,32:07.0
1-638041299,Accepted-In Progress,53:52.0
1-638091067,Accepted-In Progress,56:40.0
1-638091067,Completed-Closed,46:25.0
1-638091067,Accepted-In Progress,55:17.0
1-638091067,Accepted-Wait,57:02.0
1-638091067,Queued-Awaiting Assignment,55:28.0
1-638091067,Accepted-In Progress,57:56.0
1-638091067,Accepted-Assigned,14:25.0
1-638091067,Accepted-In Progress,09:13.0
1-638091067,Completed-Closed,09:14.0
1-638112911,Accepted-In Progress,07:22.0
1-638112911,Completed-Closed,43:12.0
1-638653931,Completed-Closed,57:41.0
1-638653931,Accepted-In Progress,11:44.0
1-638961317,Accepted-In Progress,40:25.0
1-638961317,Completed-Closed,07:16.0
1-638962731,Accepted-In Progress,28:25.0
1-638962731,Accepted-Assigned,29:40.0
1-638962731,Accepted-In Progress,37:08.0
1-638962731,Completed-Closed,49:27.0
1-639009338,Accepted-In Progress,21:57.0
1-639009338,Accepted-In Progress,31:03.0
1-639009338,Completed-Closed,33:37.0
1-639028876,Accepted-In Progress,18:07.0
1-639028876,Completed-Closed,15:37.0
1-639870000,Completed-Closed,19:20.0
1-639870000,Accepted-In Progress,51:54.0
1-639881579,Accepted-In Progress,13:47.0
1-639881579,Completed-Closed,15:37.0
1-639930880,Accepted-In Progress,51:17.0
1-639930880,Queued-Awaiting Assignment,03:05.0
1-639930880,Accepted-In Progress,57:00.0
1-639930880,Queued-Awaiting Assignment,00:10.0
1-639930880,Accepted-In Progress,34:13.0
1-639930880,Accepted-In Progress,03:29.0
1-639930880,Completed-Closed,20:58.0
1-639942581,Completed-Closed,51:00.0
1-639942581,Accepted-In Progress,16:52.0
1-639942581,Accepted-Wait,40:16.0
1-639942581,Accepted-In Progress,16:10.0
1-640059801,Accepted-In Progress,24:50.0
1-640059801,Completed-Closed,26:04.0
1-640093069,Accepted-In Progress,18:09.0
1-640093069,Queued-Awaiting Assignment,19:07.0
1-640093069,Accepted-In Progress,32:48.0
1-640093069,Completed-Closed,34:09.0
1-640093069,Accepted-In Progress,36:49.0
1-640093069,Queued-Awaiting Assignment,37:26.0
1-640093069,Accepted-In Progress,33:48.0
1-640093069,Completed-Closed,36:00.0
1-640254885,Completed-Closed,45:08.0
1-640254885,Accepted-In Progress,28:54.0
1-640254885,Completed-Closed,44:37.0
1-640254885,Accepted-In Progress,14:39.0
1-640254885,Queued-Awaiting Assignment,15:03.0
1-640254885,Accepted-In Progress,34:16.0
1-640263496,Accepted-In Progress,53:13.0
1-640263496,Completed-Closed,55:13.0
1-640387614,Accepted-In Progress,24:04.0
1-640387614,Queued-Awaiting Assignment,25:40.0
1-640387614,Completed-Closed,59:34.0
1-640387614,Accepted-In Progress,04:46.0
1-640387614,Accepted-Wait,06:56.0
1-640387614,Accepted-In Progress,20:38.0
1-640387614,Accepted-In Progress,21:07.0
1-640387614,Accepted-In Progress,57:31.0
1-640387614,Completed-Cancelled,02:16.0
1-640387614,Queued-Awaiting Assignment,22:43.0
1-641023492,Accepted-In Progress,04:43.0
1-641023492,Completed-Closed,51:59.0
1-641044311,Accepted-In Progress,23:38.0
1-641044311,Accepted-In Progress,24:46.0
1-641044311,Completed-Closed,52:31.0
1-641083751,Accepted-In Progress,36:47.0
1-641083751,Completed-Closed,37:57.0
1-641083751,Accepted-In Progress,10:14.0
1-641083751,Accepted-Assigned,17:04.0
1-641083987,Accepted-In Progress,43:55.0
1-641083987,Accepted-Assigned,47:37.0
1-641083987,Accepted-In Progress,54:33.0
1-641083987,Completed-Closed,54:35.0
1-641100891,Completed-Closed,47:44.0
1-641100891,Accepted-In Progress,43:08.0
1-641104060,Accepted-In Progress,15:13.0
1-641104060,Completed-Closed,30:45.0
1-641104060,Accepted-In Progress,45:27.0
1-641104060,Queued-Awaiting Assignment,32:14.0
1-641157962,Completed-Closed,46:01.0
1-641157962,Accepted-In Progress,18:36.0
1-641232069,Accepted-In Progress,00:21.0
1-641232069,Queued-Awaiting Assignment,01:04.0
1-641232069,Accepted-In Progress,17:28.0
1-641232069,Queued-Awaiting Assignment,18:05.0
1-641232069,Accepted-Assigned,10:30.0
1-641232069,Accepted-In Progress,06:28.0
1-641232069,Completed-Closed,36:02.0
1-641243011,Completed-Closed,22:16.0
1-641243011,Accepted-Assigned,53:18.0
1-641243011,Accepted-In Progress,20:48.0
1-641243011,Accepted-Assigned,30:57.0
1-641243011,Accepted-In Progress,26:50.0
1-641243011,Accepted-In Progress,00:33.0
1-641306231,Accepted-In Progress,40:59.0
1-641306231,Completed-Closed,40:15.0
1-641323677,Accepted-In Progress,25:52.0
1-641323677,Accepted-Assigned,27:12.0
1-641323677,Accepted-In Progress,30:14.0
1-641323677,Completed-Closed,19:24.0
1-641491883,Accepted-In Progress,01:03.0
1-641491883,Completed-Closed,35:12.0
1-641530471,Accepted-In Progress,02:59.0
1-641530471,Completed-Closed,13:20.0
1-641530471,Accepted-In Progress,16:55.0
1-641530471,Queued-Awaiting Assignment,03:40.0
1-641530471,Queued-Awaiting Assignment,29:08.0
1-642418588,Accepted-In Progress,18:13.0
1-642418588,Completed-Closed,43:44.0
1-642478708,Accepted-In Progress,37:05.0
1-642478708,Completed-Closed,19:52.0
1-642579219,Accepted-In Progress,22:39.0
1-642579219,Accepted-In Progress,26:41.0
1-642579219,Queued-Awaiting Assignment,17:03.0
1-642579219,Accepted-Assigned,27:02.0
1-642579219,Accepted-In Progress,44:28.0
1-642579219,Completed-Closed,48:28.0
1-642761240,Completed-Closed,56:53.0
1-642761240,Accepted-In Progress,56:02.0
1-642766943,Accepted-In Progress,45:58.0
1-642766943,Accepted-Wait,36:17.0
1-642766943,Accepted-In Progress,17:27.0
1-642766943,Completed-Closed,18:16.0
1-642802641,Accepted-In Progress,55:49.0
1-642802641,Accepted-In Progress,33:57.0
1-642802641,Accepted-In Progress,38:41.0
1-642802641,Accepted-In Progress,49:46.0
1-642802641,Completed-Closed,50:47.0
1-642846054,Accepted-In Progress,03:47.0
1-642846054,Accepted-In Progress,14:34.0
1-642846054,Completed-Closed,53:24.0
1-643444986,Completed-Closed,16:50.0
1-643444986,Accepted-In Progress,08:20.0
1-643444986,Accepted-In Progress,14:31.0
1-643444986,Queued-Awaiting Assignment,21:41.0
1-643445547,Accepted-In Progress,57:57.0
1-643445547,Completed-Closed,22:25.0
1-643468705,Accepted-In Progress,10:11.0
1-643468705,Completed-Closed,14:18.0
1-643468705,Accepted-In Progress,50:24.0
1-643468705,Completed-Closed,51:03.0
1-643532122,Accepted-In Progress,06:28.0
1-643532122,Completed-Closed,31:47.0
1-643556695,Completed-Closed,11:36.0
1-643556695,Accepted-In Progress,09:37.0
1-643685369,Accepted-In Progress,58:21.0
1-643685369,Accepted-In Progress,39:03.0
1-643685369,Accepted-Wait,43:54.0
1-643685369,Completed-Closed,10:19.0
1-643685396,Completed-Closed,37:57.0
1-643685396,Accepted-In Progress,38:21.0
1-643685396,Completed-Closed,49:44.0
1-643685396,Accepted-In Progress,47:47.0
1-643685396,Completed-Closed,19:14.0
1-643685396,Accepted-In Progress,34:19.0
1-643706642,Accepted-In Progress,33:32.0
1-643706642,Completed-Closed,16:38.0
1-643706642,Accepted-In Progress,56:44.0
1-643747498,Accepted-In Progress,59:52.0
1-643747498,Completed-Closed,00:41.0
1-643809664,Accepted-In Progress,54:00.0
1-643809664,Accepted-In Progress,03:46.0
1-643809664,Accepted-Assigned,41:18.0
1-643809664,Queued-Awaiting Assignment,04:39.0
1-643809664,Completed-Closed,54:07.0
1-643809664,Accepted-Wait,48:49.0
1-643809664,Queued-Awaiting Assignment,41:49.0
1-643809664,Accepted-In Progress,26:02.0
1-643809664,Accepted-Assigned,34:23.0
1-644748889,Accepted-In Progress,17:02.0
1-644748889,Completed-Closed,19:42.0
1-644827840,Completed-Closed,11:13.0
1-644827840,Accepted-In Progress,00:19.0
1-644992956,Accepted-Wait,21:55.0
1-644992956,Completed-Closed,15:47.0
1-644992956,Accepted-In Progress,02:14.0
1-644992956,Accepted-In Progress,04:14.0
1-647796802,Accepted-In Progress,04:46.0
1-647796802,Accepted-In Progress,07:04.0
1-647796802,Accepted-In Progress,47:12.0
1-647796802,Accepted-Assigned,22:55.0
1-647796802,Completed-Closed,31:32.0
1-647802297,Completed-Closed,12:34.0
1-647802297,Accepted-In Progress,45:07.0
1-647841758,Completed-Closed,02:38.0
1-647841758,Accepted-In Progress,04:03.0
1-647841758,Queued-Awaiting Assignment,27:38.0
1-647841758,Accepted-In Progress,31:05.0
1-647841758,Completed-Closed,36:41.0
1-647841758,Accepted-In Progress,24:29.0
1-647929267,Accepted-In Progress,38:14.0
1-647929267,Completed-Closed,25:04.0
1-648105181,Accepted-Wait,14:34.0
1-648105181,Accepted-In Progress,03:03.0
1-648105181,Completed-Closed,05:30.0
1-648231508,Accepted-In Progress,38:35.0
1-648231508,Completed-Closed,40:35.0
1-648497601,Accepted-In Progress,02:56.0
1-648497601,Queued-Awaiting Assignment,03:19.0
1-648497601,Accepted-In Progress,23:24.0
1-648497601,Completed-Closed,53:29.0
1-648807492,Completed-Closed,13:13.0
1-648807492,Accepted-In Progress,03:03.0
1-648839266,Accepted-In Progress,38:08.0
1-648839266,Completed-Closed,57:38.0
1-648861744,Accepted-In Progress,35:56.0
1-648861744,Completed-Closed,21:00.0
1-649302225,Accepted-In Progress,24:44.0
1-649302225,Completed-Closed,51:09.0
1-649302263,Accepted-In Progress,05:20.0
1-649302263,Completed-Closed,11:52.0
1-649887393,Accepted-In Progress,18:48.0
1-649887393,Completed-Closed,23:22.0
1-649984202,Completed-Closed,25:33.0
1-649984202,Accepted-In Progress,59:10.0
1-650008427,Completed-Closed,31:06.0
1-650008427,Accepted-In Progress,21:05.0
1-650011031,Accepted-In Progress,44:40.0
1-650011031,Completed-Closed,54:42.0
1-650025535,Accepted-In Progress,00:22.0
1-650025535,Completed-Closed,47:14.0
1-650025535,Accepted-In Progress,47:44.0
1-650025535,Completed-Closed,43:35.0
1-650081295,Accepted-In Progress,23:55.0
1-650081295,Accepted-In Progress,24:49.0
1-650081295,Accepted-Wait,27:02.0
1-650081295,Accepted-Assigned,30:15.0
1-650081295,Completed-Closed,56:29.0
1-650123293,Completed-Closed,37:49.0
1-650123293,Accepted-In Progress,47:44.0
1-650123293,Accepted-In Progress,22:40.0
1-650123293,Accepted-Assigned,23:00.0
1-650135511,Accepted-In Progress,25:31.0
1-650135511,Completed-Closed,34:37.0
1-650241321,Accepted-In Progress,39:44.0
1-650241321,Completed-Closed,36:39.0
1-650243662,Completed-Closed,13:56.0
1-650243662,Accepted-In Progress,24:35.0
1-650243662,Accepted-Wait,26:28.0
1-650243662,Accepted-In Progress,36:11.0
1-650892393,Completed-Closed,28:41.0
1-650892393,Accepted-In Progress,43:58.0
1-651084211,Accepted-In Progress,35:30.0
1-651084211,Completed-Closed,38:09.0
1-651096273,Accepted-In Progress,33:29.0
1-651096273,Completed-Closed,11:10.0
1-651206715,Accepted-In Progress,46:39.0
1-651206715,Completed-Closed,46:48.0
1-651398271,Accepted-In Progress,38:34.0
1-651398271,Queued-Awaiting Assignment,39:32.0
1-651398271,Accepted-In Progress,46:09.0
1-651398271,Completed-Closed,05:49.0
1-651922251,Completed-Closed,59:07.0
1-651922251,Accepted-In Progress,00:42.0
1-651922470,Accepted-In Progress,22:41.0
1-651922470,Completed-Closed,58:38.0
1-651922594,Accepted-In Progress,42:51.0
1-651922594,Completed-Closed,27:29.0
1-651951532,Accepted-In Progress,51:58.0
1-651951532,Completed-Closed,24:46.0
1-652112015,Accepted-In Progress,31:23.0
1-652112015,Queued-Awaiting Assignment,26:06.0
1-652112015,Completed-Closed,48:06.0
1-652112015,Queued-Awaiting Assignment,13:48.0
1-652112015,Queued-Awaiting Assignment,48:44.0
1-652112015,Accepted-In Progress,42:10.0
1-652112015,Accepted-In Progress,24:25.0
1-652195634,Queued-Awaiting Assignment,43:06.0
1-652195634,Accepted-In Progress,58:42.0
1-652195634,Accepted-In Progress,51:48.0
1-652195634,Queued-Awaiting Assignment,06:11.0
1-652195634,Queued-Awaiting Assignment,27:15.0
1-652195634,Accepted-In Progress,38:09.0
1-652195634,Completed-Closed,55:40.0
1-652195634,Accepted-In Progress,35:13.0
1-652195634,Queued-Awaiting Assignment,49:58.0
1-652195634,Accepted-In Progress,47:55.0
1-652195634,Queued-Awaiting Assignment,36:31.0
1-652195634,Queued-Awaiting Assignment,23:56.0
1-652195634,Accepted-In Progress,12:50.0
1-652259831,Accepted-In Progress,58:10.0
1-652259831,Completed-Closed,00:59.0
1-652270498,Completed-Closed,26:04.0
1-652270498,Accepted-In Progress,36:13.0
1-652874271,Accepted-In Progress,21:24.0
1-652874271,Completed-Closed,10:52.0
1-652925445,Accepted-In Progress,54:38.0
1-652925445,Completed-Closed,21:26.0
1-652935537,Accepted-In Progress,40:36.0
1-652935537,Completed-Closed,45:14.0
1-653135006,Completed-Closed,25:12.0
1-653135006,Accepted-Wait,06:40.0
1-653135006,Accepted-In Progress,00:51.0
1-653254236,Accepted-In Progress,50:33.0
1-653254236,Accepted-Wait,52:01.0
1-653254236,Completed-Closed,34:17.0
1-653314473,Queued-Awaiting Assignment,30:56.0
1-653314473,Accepted-In Progress,17:24.0
1-653314473,Completed-Closed,15:21.0
1-653878594,Completed-Closed,34:44.0
1-653878594,Accepted-In Progress,03:23.0
1-653988751,Accepted-In Progress,07:39.0
1-653988751,Accepted-In Progress,11:03.0
1-653988751,Completed-Closed,15:07.0
1-653989471,Accepted-Assigned,10:27.0
1-653989471,Queued-Awaiting Assignment,40:56.0
1-653989471,Accepted-In Progress,09:47.0
1-653989471,Queued-Awaiting Assignment,06:37.0
1-653989471,Accepted-In Progress,48:12.0
1-653989471,Completed-Closed,10:35.0
1-653989471,Accepted-In Progress,38:44.0
1-653989471,Accepted-In Progress,40:02.0
1-653989471,Queued-Awaiting Assignment,57:21.0
1-653989471,Accepted-In Progress,57:11.0
1-653989471,Queued-Awaiting Assignment,57:10.0
1-654056225,Accepted-In Progress,06:30.0
1-654056225,Accepted-In Progress,11:54.0
1-654056225,Completed-Closed,12:01.0
1-654056225,Completed-Closed,08:28.0
1-654056225,Completed-Closed,01:54.0
1-654056225,Accepted-In Progress,45:31.0
1-654056225,Completed-Closed,50:21.0
1-654056225,Accepted-In Progress,56:56.0
1-654146231,Queued-Awaiting Assignment,14:23.0
1-654146231,Accepted-In Progress,22:59.0
1-654146231,Completed-Closed,28:08.0
1-654348241,Accepted-In Progress,50:41.0
1-654348241,Accepted-In Progress,51:43.0
1-654348241,Completed-Closed,35:21.0
1-654369162,Accepted-In Progress,32:02.0
1-654369162,Completed-Closed,48:12.0
1-654403938,Completed-Closed,41:16.0
1-654403938,Accepted-In Progress,48:47.0
1-654403938,Queued-Awaiting Assignment,31:18.0
1-654403938,Accepted-In Progress,26:12.0
1-654403938,Queued-Awaiting Assignment,29:00.0
1-654403938,Queued-Awaiting Assignment,17:21.0
1-655213351,Accepted-In Progress,39:27.0
1-655213351,Accepted-In Progress,33:13.0
1-655213351,Completed-Closed,40:13.0
1-655235043,Accepted-Wait,34:24.0
1-655235043,Completed-Closed,51:23.0
1-655235043,Completed-Closed,46:49.0
1-655235043,Accepted-In Progress,32:53.0
1-655235043,Accepted-In Progress,46:40.0
1-655235043,Accepted-Wait,17:24.0
1-655235043,Accepted-In Progress,16:44.0
1-655379467,Accepted-In Progress,01:10.0
1-655379467,Completed-Closed,30:06.0
1-655429981,Accepted-In Progress,31:40.0
1-655429981,Completed-Closed,58:20.0
1-655536176,Accepted-In Progress,52:24.0
1-655536176,Completed-Closed,53:37.0
1-655607132,Completed-Closed,20:32.0
1-655607132,Accepted-In Progress,59:26.0
1-655607132,Accepted-Wait,17:03.0
1-655719611,Accepted-In Progress,53:15.0
1-655719611,Completed-Closed,21:35.0
1-655739451,Accepted-In Progress,57:44.0
1-655739451,Completed-Closed,05:18.0
1-656151409,Accepted-In Progress,05:30.0
1-656151409,Accepted-Assigned,06:27.0
1-656151409,Accepted-In Progress,15:53.0
1-656151409,Completed-Closed,39:04.0
1-656224707,Accepted-In Progress,51:42.0
1-656224707,Completed-Closed,07:54.0
1-656225465,Completed-Closed,09:57.0
1-656225465,Accepted-In Progress,48:06.0
1-656225465,Queued-Awaiting Assignment,34:58.0
1-656225465,Accepted-In Progress,29:53.0
1-656510751,Accepted-In Progress,42:52.0
1-656510751,Completed-Closed,36:35.0
1-656510751,Accepted-In Progress,37:39.0
1-656510751,Completed-Closed,37:58.0
1-656868426,Accepted-In Progress,33:06.0
1-656868426,Accepted-Assigned,34:10.0
1-656868426,Accepted-Wait,36:55.0
1-656868426,Completed-Closed,36:51.0
1-657063150,Accepted-In Progress,23:29.0
1-657063150,Accepted-In Progress,23:45.0
1-657063150,Accepted-Assigned,49:32.0
1-657063150,Accepted-In Progress,49:10.0
1-657063150,Queued-Awaiting Assignment,08:24.0
1-657063150,Queued-Awaiting Assignment,39:43.0
1-657063150,Accepted-In Progress,55:48.0
1-657063150,Queued-Awaiting Assignment,45:53.0
1-657063150,Accepted-In Progress,17:39.0
1-657063150,Completed-Closed,25:08.0
1-657063150,Accepted-In Progress,40:32.0
1-657063150,Accepted-Assigned,59:31.0
1-657163590,Completed-Closed,08:32.0
1-657163590,Accepted-In Progress,50:00.0
1-657163590,Accepted-Assigned,51:44.0
1-657368644,Completed-Closed,04:20.0
1-657368644,Accepted-In Progress,15:24.0
1-657412381,Queued-Awaiting Assignment,48:25.0
1-657412381,Accepted-In Progress,11:04.0
1-657412381,Completed-Closed,07:31.0
1-657412381,Accepted-In Progress,24:25.0
1-657412381,Completed-Closed,29:10.0
1-657534681,Accepted-In Progress,27:18.0
1-657534681,Completed-Closed,32:27.0
1-657768145,Accepted-In Progress,49:59.0
1-657768145,Accepted-Assigned,09:49.0
1-657768145,Completed-Closed,30:50.0
1-657874936,Completed-Closed,58:49.0
1-657874936,Accepted-In Progress,11:25.0
1-657874936,Accepted-In Progress,57:53.0
1-657934265,Accepted-In Progress,54:21.0
1-657934265,Completed-Closed,34:08.0
1-658022616,Accepted-In Progress,53:09.0
1-658022616,Completed-Closed,19:47.0
1-658063672,Accepted-In Progress,49:18.0
1-658063672,Accepted-Wait,28:47.0
1-658063672,Completed-Closed,12:09.0
